last part,Pickup Area,Pickup Point
basundhara r/a,Bashundhara,"""rd 8 , block b , basundhara r/a"""
uttara,Uttara,"""darul huque islamia madrasah , sector 6 , uttara"""
bashundhara r/a,Bashundhara R/A,"""north end coffee roaters evercare hospital , block - e, bashundhara r/a"""
uttara,Uttara,"""chill cafe , sector 6 , uttara"""
chawkbazar,Chawkbazar,"""sumon store , h 35 , urdu rd ,chawkbazar"""
dhanmondi,Dhanmondi,"""abid hearing instrument ltd, h 12/2, rd 4/a, dhanmondi"""
panthapath,Panthapath,"""square engineering & refrigeration , h 56/d/1 , panthapath"""
bashundhara r/a,Bashundhara R/A,"""house 190, al haj abdus sobhan road , block b , bashundhara r/a"""
banani,Banani,"""customs officer's quarters , block l , banani"""
bashundhara r/a,Bashundhara R/A,"""116, road 4, block c, bashundhara r/a"""
uttara,Uttara,"""milon engineering , sector 9 , uttara"""
bashundhara r/a,Bashundhara R/A,"""sarak 9 , bashundhara r/a"""
bangladesh,Agargaon,"""balughat , dhaka , bangladesh"""
bangladesh,Agargaon,"""international convention city bashundhara ( iccb ) , purbachal express highway  , dhaka , bangladesh"""
gulshan,Gulshan,"""hatir jheel link road , dakkhin badda , gulshan"""
malibagh,Malibagh,"""purnima , h 55/3 , shantibag masjid rd , shantibagh , malibagh"""
sector 2,Purbachal,"""domestic terminal , new airport road , kurmitola , sector 2"""
dhaka 1208,Mirpur,"""road no 4 , house 42 , block c , monsurabad , adabar , dhaka 1208"""
shahjadpur,Shahjadpur,"""jannat garden , east nurerchala , shahjadpur"""
uttara,Uttara,"""rajlokkhi complex , sector 3, uttara"""
nikunja 2,Nikunja,"""hotel le meridien , nikunja 2"""
bashundhara r/a,Bashundhara R/A,"""independence university bangladesh (iub) , bashundhara r/a"""
gulshan,Gulshan,"""lavender express , gulshan 2 , gulshan"""
nikunja 2,Nikunja,"""unus villa , h 10 , rd 7 , nikunja 2"""
niketon,Niketon,"""al falah jame masjid madrasa , rd 8 , niketon"""
niketon,Niketon,"""akhi mobile center & salma store , hatirjheel link rd , niketon"""
mohammadpur,Mohammadpur,"""khan monzil , 21/4 , bizly moholla , block f, mohammadpur"""
mohammadpur,Mohammadpur,"""afnan apartment , adabar , mohammadpur"""
dhanmondi,Dhanmondi,"""35, jahanara gadens road , dhanmondi"""
nikunja 2,Nikunja,"""50, road 18 , nikunja 2"""
mirpur,Mirpur,"""eastern housing eid cattle market , mirpur"""
uttara,Uttara,"""vibes , weight loss , sector 3 , uttara"""
dhanmondi,Dhanmondi,"""shajahan de menor , h 59 , rd 8a , dhanmondi"""
kalabagan,Kalabagan,"""bangladesh laser dental & maxillofacial care , lake circus road , kalabagan"""
gopibag,Gopibagh,"""three star , h 141/1 , r k mission rd , gopibag"""
mohammadpur,Mohammadpur,"""foodman restaurant , nurjahan road , mohammadpur"""
bashundhara r/a,Bashundhara R/A,"""286, d block 9 no road , block d, bashundhara r/a"""
basundhara r/a,Bashundhara,"""best price store onln , rd 17 , block j , basundhara r/a"""
gulshan 1,Gulshan,"""golpo , h 9/b , rd 12 , gulshan 1"""
sector 2,Purbachal,"""hazrat shahjalal international airport , terminal 1 , airport road  ,new airport road , kurmitola , sector 2"""
west dhanmondi,Dhanmondi,"""salior , satmasjid road , west dhanmondi"""
mohammadpur,Mohammadpur,"""bsh  cafeteria , shyamoli , mohammadpur"""
uttara,Uttara,"""ag auto workshop , dhaka mymensingh highway , abdullahpur , uttara"""
malibagh,Malibagh,"""rajuk quarter water pomp. mods zone 06, wasa mouchak market , malibagh"""
gulshan,Gulshan,"""burger king , gulshan  2 , gulshan"""
bashundhara r/a,Bashundhara R/A,"""house 635 , road 3 , block h , bashundhara r/a"""
new airport rd,Biman Bandar,"""new airport  flower garden , new airport rd"""
section 12,Mirpur,"""drain , section 12"""
uttara,Uttara,"""kamarpara bus stand , kamarpara road , sector 10 , uttara"""
basundhara r/a,Bashundhara,"""glory , 328, sarak 3 , basundhara r/a"""
uttara,Uttara,"""maisha aviary , sector 18 , uttara"""
basundhara r/a,Bashundhara,"""286, d block 9 no road , block d , basundhara r/a"""
uttara,Uttara,"""asha center , house -44 , road -16 , sector -13 , uttara"""
mohammadpur,Mohammadpur,"""friend's dream house , house 3 , road 6 , bosila , mohammadpur"""
uttara,Uttara,"""cafe mirror , road 7/b , sector 3 , uttara"""
uttara,Uttara,"""team furius automobiles , sonargaon janapath , sector 15 , uttara"""
mohammadpur,Mohammadpur,"""firoza tower , bosila garden city , mohammadpur"""
mirpur 2,Mirpur,"""pfc , h 1, rd 2, rupnagar , mirpur 2"""
nikunja 2,Nikunja,"""linktech it , nikunja 2"""
tikatuli,Tikatuli,"""glorious farzana tower , wari, tikatuli"""
uttara,Uttara,"""elomelo interior , sector 13, uttara"""
sector 13,Uttara,"""kotbari bazaar , sector 13"""
mirpur,Mirpur,"""al amin tea stall , eastern housing , mirpur"""
bashundhara r/a,Bashundhara R/A,"""road 5 , block a, bashundhara r/a"""
gulshan,Gulshan,"""sundora beauty , gulshan 2 , gulshan"""
banani,Banani,"""turkish bazaar & restaurant , 48 , road 13c , banani"""
mirpur,Mirpur,"""eastern bank atm ( ebl ) , shagufta new road , shagufta , mirpur"""
mirpur dohs,Mirpur,"""zs international emb , rd 6 , mirpur dohs"""
matikata,Matikata,"""matikata"""
natun bazar foot over bridge,Kamlapur,"""natun bazar foot over bridge"""
dhanmondi,Dhanmondi,"""easy food corner , shukrabad road , dhanmondi"""
bashundhara r/a,Bashundhara R/A,"""h 151 , rd 10 , block g , bashundhara r/a"""
section 2,Mirpur,"""8 , love road , section 2"""
mirpur,Mirpur,"""mspsc gurdian waiting area ( ovibabok opekkhagar) , dohs , mirpur"""
gulshan,Gulshan,"""day night shaila monjil , chha 31 , badda girls school road , dakkhin badda , gulshan"""
mirpur 2,Mirpur,"""ebl 365, 60 feet rd , borobag , mirpur 2"""
mohammadpur,Mohammadpur,"""digital marketing online , zafrabad , mohammadpur"""
dhanmondi,Dhanmondi,"""ks education associates , west , dhanmondi"""
mohammadpur,Mohammadpur,"""h 18, rd 3 , pc culture housing society , mohammadpur"""
dhanmondi,Dhanmondi,"""xiamen restaurant , west , dhanmondi"""
burger shop dhanmondi,Dhanmondi,"""burger shop dhanmondi"""
basundhara r/a,Bashundhara,"""kazi sayed , block i , basundhara r/a"""
new airport rd,Biman Bandar,"""new airport flower garden , new airport rd"""
west dholaipar,Dholairpar,"""azam engineering works , west dholaipar"""
uttara,Uttara,"""a. aziz pharma, sector 6 , uttara"""
dhanmondi,Dhanmondi,"""ashabory palladium , residential area , dhanmondi"""
mirpur,Mirpur,"""mayer dowa general store , middle pirerbagh , mirpur"""
mirpur dohs,Mirpur,"""ck maritime ltd , plot 836, road 12 , avenue 3, mirpur dohs"""
malibagh,Malibagh,"""shahid baki sarak , chowdhuripara , malibagh"""
gulshan,Gulshan,"""adept international , gulshan 1 , gulshan"""
basundhara r/a,Bashundhara,"""h 263/b , shafiat rd , block c , basundhara r/a"""
khaje dewan,Lalbagh,"""khaje dewan talgach hola  masjid , khaje dewan"""
malibagh,Malibagh,"""h 114/2 , malibagh rail gate , malibagh"""
kalabagan,Kalabagan,"""but villa , h 92-93, kalabagan 2nd ln , kalabagan"""
uttara,Uttara,"""ecotech multifoods , factory naddapara , ,dakkhinpara , uttara"""
mirpur dohs,Mirpur,"""cafe leaf restaurant , rd 9, mirpur dohs"""
mohammadpur,Mohammadpur,"""a. gafur & rahim villa , chadd uddan housing , mohammadpur"""
panthapath,Panthapath,"""mutual trust bank limited atm , west rajabazar , indira road , panthapath"""
uttara,Uttara,"""jahanara garden , sector 4, uttara"""
uttara,Uttara,"""house-11, road-11, sector- 12, uttara"""
mirpur 2,Mirpur,"""satkhirashop.com , monipur , mirpur 2"""
uttara,Uttara,"""house 13 , road 5d , sector 11 , uttara"""
mohammadpur,Mohammadpur,"""center for police and economic research ( cper ) , chandrima model town , mohammadpur"""
uttara,Uttara,"""imm home , sector 12 , uttara"""
uttara,Uttara,"""house 10 , road 23 , kamarpara , uttara"""
gabtali,Mirpur,"""nabil bus counter , mirpur rd , gabtali"""
dhanmondi,Dhanmondi,"""cheong shing , residential area , dhanmondi"""
bangladesh,Agargaon,"""turag city , dhaka , bangladesh"""
bashundhara r/a,Bashundhara R/A,"""76, road no . 5 , block d, bashundhara r/a"""
uttara,Uttara,"""sparshita's corner , sector 11 , uttara"""
new airport rd,Biman Bandar,"""airport police station , new airport rd"""
section 2,Mirpur,"""payra model school , 1 , section 2"""
dhanmondi,Dhanmondi,"""36/b , raja  bazar indira road , dhanmondi"""
niketon,Niketon,"""310, shahid tazuddin ahamed avenue , wireless , niketon"""
fakirapool,Fakirapool,"""saintmartin paribahan , toyenbee circular rd , fakirapool"""
bashundhara r/a,Bashundhara R/A,"""h 128,rd 12,block g,bashundhara r/a"""
uttara,Uttara,"""kamini garden,sector 18,uttara"""
basundhara r/a,Bashundhara,"""central tulir , 95 , sarak 14 , khilkhet , basundhara r/a"""
paltan,Paltan,"""new cafe dhaka  hotel & restaurant,17/2/a,topkhana rd,fakirapool,paltan"""
dhanmondi,Dhanmondi,"""ibn sina pharmacy , h 48, rd 9a , dhanmondi"""
nikunja 2,Nikunja,"""cafe gulshan hotel and restaurant , h 22/ka , rd 18 , nikunja 2"""
uttara,Uttara,"""mena bazar , sector 4 , uttara"""
dhanmondi,Dhanmondi,"""shahjahan de menor,h 59,rd 8a,dhanmondi"""
uttara,Uttara,"""vibes,weights loss,sector 3,uttara"""
gulshan 1,Gulshan,"""moon drop aanging asad , h 8a , rd 8 , gulshan 1"""
basundhara r/a,Bashundhara,"""23/n,road no 2,block d,basundhara r/a"""
new airport rd,Biman Bandar,"""sonali bank ltd,custom clearance br,new airport rd"""
mohammadpur,Mohammadpur,"""h 30,rd 8,janata housing,mohammadpur"""
uttara,Uttara,"""armed police battalion school & college canteen , sector 4 , uttara"""
panthapath,Panthapath,"""health and hope specializes hospital , panthapath"""
panthapath,Panthapath,"""orange & half cafe,square hospital,wesr rajabazar,indira road,panthapath"""
gulshan,Gulshan,"""gulshan society jogging track , gulshan 2 , gulshan"""
mohammadpur,Mohammadpur,"""h 42,rd 4,pc culture housing society,mohammadpur"""
panthapath,Panthapath,"""plus point,green road,panthapath"""
dhanmondi,Dhanmondi,"""unimed uni health , rd 27 , dhanmondi"""
uttara,Uttara,"""house 13,road 9,sector 3,uttara"""
basundhara r/a,Bashundhara,"""h 63, rd 1 , block a , basundhara r/a"""
khilgaon,Khilgaon,"""h 439,taltola rd,taltolta,khilgaon"""
dhanmondi,Dhanmondi,"""al- rail medicare store , green road ,dhanmondi"""
agargaon,Agargaon,"""bangladesh computer council , new  colony rd , agargaon"""
sector 2,Purbachal,"""airport road , new airport road , ku=rmitola , sector 2"""
paltan,Paltan,"""nilpadma,12,sudhi somaj lane,wireless,paltan"""
bangladesh,Agargaon,"""green scholars school , 284 , rasul pur , jatrabari , dhaka , bangladesh"""
gabtali,Mirpur,"""kollanpur bus stop,mirpur road,abdul rafiq housing,gabtali"""
uttara,Uttara,"""house 32,road 19,sector 13,uttara"""
khilgaon,Khilgaon,"""h 435,rd 45b,taltola,khilgaon"""
gulshan,Gulshan,"""chitra,shanta holdings ltd,gulshan 2,gulshan"""
mirpur,Mirpur,"""bangladesh institute of dermatology std and aidds,darussalam,mirpur"""
banani,Banani,"""iconic interior solutions lrd,block k,banani"""
agargaon,Agargaon,"""islamic foundation bhaban,shyamoli rd,agargaon"""
agargaon,Agargaon,"""national board of revenue office,shyamoli rd,agargaon"""
gulshan 1,Gulshan,"""korobim,h 3,rd 7,gulshan 1"""
basundhara r/a,Bashundhara,"""paira kunjo,198,sarak 4/1,basundhara r/a"""
gulshan,Gulshan,"""prime bank ltd,bir uttam a k khandakar road,mohakhali road,mohakhali,gulshan"""
tikatuli,Tikatuli,"""shafiullah store,chaya bithir goli,tikatuli"""
malibagh,Malibagh,"""nur gosto bitan,pabna colony road,malibagh"""
mirpur,Mirpur,"""sarbick paribahan ltd,(gabtoli counter),gabtali,mirpur"""
basundhara r/a,Bashundhara,"""plot 93,rd 14,block g,basundhara r/a"""
uttara,Uttara,"""mojumdar foundation mosjid,dholipara,uttara"""
basundhara r/a,Bashundhara,"""fortress legend park,block k,basundhara r/a"""
mirpur,Mirpur,"""joya hospital,pirerbag,mirpur"""
pallabi,Pallabi,"""rd 15,rupnagar r/a,pallabi"""
gulshan,Gulshan,"""photo centre,road 46,gulshan  2,gulshan"""
gulshan 1,Gulshan,"""h 26,rd 106,gulshan 1"""
kalabagan,Kalabagan,"""extension wing 2 square hospitals limited , lake circus road , kalabagan"""
bashundhara r/a,Bashundhara R/A,"""23/n , road no. 2 block d , bashundhara r/a"""
uttara,Uttara,"""house 14, road 6 , sector 10 , uttara"""
mohakhali,Mohakhali,"""sheikh russel national gastroliver institute & hospital , tb gate road , mohakhali"""
sector 2,Purbachal,"""hazrat shahjalal international airport , terminal 2 , airport road , new airport road , kurmitola , sector 2"""
niketon,Niketon,"""the hijab shop , rd 1/a , niketon"""
banani,Banani,"""eskayef pharmaceuticals ltd , (sk+f) , block b , banani"""
mirpur,Mirpur,"""r.s tyre & battery & car decoration , section 1 , mirpur"""
west dhanmondi,Dhanmondi,"""burger oppa(zigatola) onnow,8/a(new),west dhanmondi"""
dhanmondi,Dhanmondi,"""emergency ambulance services,residential area,dhanmondi"""
mohammadpur,Mohammadpur,"""molla store,nurjahan road,mohammadpur"""
dhanmondi,Dhanmondi,"""just international school,h 279,rd 8/a,dhanmondi"""
mohammadpur,Mohammadpur,"""nurjahan road flower shop,nurjahan road ,mohammadpur"""
sector 2,Purbachal,"""employees parking , new airport road , kurmitola , sector 2"""
uttara,Uttara,"""oporajita apartment , house 2 , road 15 , sector 7 , uttara"""
dhanmondi,Dhanmondi,"""monigandha , residential area , dhanmondi"""
uttara,Uttara,"""redical fit gym , sector 4, uttara"""
gulshan 1,Gulshan,"""h 2/a,rd 29,gulshan 1"""
west dhanmondi,Dhanmondi,"""softstok,west dhanmondi"""
west dhanmondi,Dhanmondi,"""chapter@24 friends club,modhu bazar,west dhanmondi"""
panthapath,Panthapath,"""kovair software bangladesh ltd , panthapath"""
dhanmondi,Dhanmondi,"""140/1 , east rajabazaar , dhanmondi"""
gulshan,Gulshan,"""dbbl fast track , road 11 , dakkhin badda , gulshan"""
uttara,Uttara,"""uttara adhunik medical college & hospital , sonargaon janapath rd , uttara"""
basundhara r/a,Bashundhara,"""goni villa , 86 , road no 2 , block a , basundhara r/a"""
dhanmondi,Dhanmondi,"""hunger station , nort road , dhanmondi"""
mirpur,Mirpur,"""modhumita convention hall , section 10 block b , mirpur"""
basundhara r/a,Bashundhara,"""wisteria , 13 , road 1 , block d , basundhara r/a"""
agargaon,Agargaon,"""project btrc complex , shyamoli rd , agargaon"""
mirpur,Mirpur,"""arif telecom , section 13, mirpur"""
basundhara r/a,Bashundhara,"""h 393 , rd 21 , block g , basundhara r/a"""
kuril,Kuril,"""al - hassan diamond gallery , jamuna future park , kuril"""
dhanmondi,Dhanmondi,"""green jasmin , h 6 , rd 7 , dhanmondi"""
khilgaon,Khilgaon,"""moontha , h 151/1/12, tilapara market  rd , tilapara , khilgaon"""
malibagh,Malibagh,"""baitul mamun jame masjid ,doctor goli , malibagh"""
gulshan,Gulshan,"""crowne plaza dhaka gulshan , an ihg hotel , gulshan 2 , gulshan"""
paltan,Paltan,"""unicef , kazi nazrul islam avenue , wireless , paltan"""
banani,Banani,"""chittagong garamer school , 83 , kamal ataturk avenue , banani"""
dhanmondi,Dhanmondi,"""metro shopping mall , residential area , dhanmondi"""
mohakhali,Mohakhali,"""business consulting services , amtoli , mohakhali"""
dhanmondi,Dhanmondi,"""j.f palace , 99 , lake circus road , dhanmondi"""
paltan,Paltan,"""addin hospital parking , jomidari goli , wireless , paltan"""
section 12,Mirpur,"""islami bank hospital , 3 , section 12"""
basundhara r/a,Bashundhara,"""mission jannat , 376 , d block 9 no road , block d , basundhara r/a"""
bashundhara r/a,Bashundhara R/A,"""1/x , road no 9 , bashundhara r/a"""
uttara,Uttara,"""metro foodies , sector 15 , uttara"""
dhanmondi,Dhanmondi,"""lat ( institute of aptitude test ) gre gmat sat toefl , residential area , dhanmondi"""
panthapath,Panthapath,"""lamyea ambulance services,east rajabazar ,panthapath"""
basundhara r/a,Bashundhara,"""quddus mansion,370, i block road 5,basundhara r/a"""
kalabagan,Kalabagan,"""brick brolly,h 33,kalabagan 1st lane,kalabagan"""
mohammadpur,Mohammadpur,"""bti happiness,house 13/a,zafrabad,mohammadpur"""
basundhara r/a,Bashundhara,"""aqua lake castle,block j,basundhara r/a"""
gulshan 1,Gulshan,"""juki, h 28/8/c,2nd floor,bir uttam ak khandakar rd,gulshan 1"""
mohammadpur,Mohammadpur,"""3/1,road 1,lalmatia,mohammadpur"""
panthapath,Panthapath,"""samorita pvt hospital,panthapath"""
mohammadpur,Mohammadpur,"""zayan drugs point,rayer bazar,mohammadpur"""
uttara,Uttara,"""nawab habibullah model school & college,shajalal ave,sector 4,uttara"""
dhanmondi,Dhanmondi,"""sapta dinga , 20/3 , pantha path, dhanmondi"""
gulshan,Gulshan,"""moonstore propertise and holdings ltd , gulshan 2, gulshan"""
dhanmondi,Dhanmondi,"""ambit, h 14,north circular rd,dhanmondi"""
uttara,Uttara,"""salam's house , sector 9, uttara"""
west dhanmondi,Dhanmondi,"""building no 117,west dhanmondi,shankar,dhanmondi 9/a,west dhanmondi"""
mirpur,Mirpur,"""bijoy rakeen strikes ground , section 13 , mirpur"""
dhanmondi,Dhanmondi,"""house 76 urban aziza,residential area,dhanmondi"""
bashundhara r/a,Bashundhara R/A,"""moon bright , 474, ahmed akbar sobhan avenue , block c, bashundhara r/a"""
kuril,Kuril,"""gulnaksha hall 1 , purbachal , express highway , kuril"""
gulshan,Gulshan,"""18,road 118,dakkhin badda,gulshan"""
mohammadpur,Mohammadpur,"""hns villa,rayer bazar,mohammadpur"""
mohakhali,Mohakhali,"""sadia general store,sattola school rd,mohakhali"""
mirpur 2,Mirpur,"""west senpara water pump,mirpur 2"""
mohammadpur,Mohammadpur,"""h 36, rd 4 , pc culture housing society , mohammadpur"""
dhanmondi,Dhanmondi,"""sapta dinga,20/3,pantha path,dhanmondi"""
matikata,Matikata,"""ecb chattar , matikata"""
mirpur 2,Mirpur,"""songkolpo foundation,block a,mirpur 2"""
sector 2,Purbachal,"""hazrat shahjalal international airport , terminal 1 , airport road, new airport road , kurmitola , sector 2"""
banani dohs,Banani,"""bometta,banani dohs"""
basundhara r/a,Bashundhara,"""rajonigandha,454,ahmed nagar sobhan avenue,block d,basundhara r/a"""
pallabi,Pallabi,"""shishu niramoy,h 15,rd 30,pallabi extension,pallabi"""
basundhara r/a,Bashundhara,"""272,i block road 1,basundhara r/a"""
basundhara r/a,Bashundhara,"""i block,road 4,basundhara r/a"""
gulshan,Gulshan,"""rejuvenate,gulshan 2,gulshan"""
uttara,Uttara,"""j s international,sector 5,uttara"""
mohammadpur,Mohammadpur,"""al mahbub restaurant,shyamoli,mohammadpur"""
dhanmondi,Dhanmondi,"""cure aid pharmacy,residential area,dhanmondi"""
basundhara r/a,Bashundhara,"""jams zahra,553,road no 11,basundhara r/a"""
basundhara r/a,Bashundhara,"""meherunnessa park,253,d,block 8 no road,block d,basundhara r/a"""
mirpur,Mirpur,"""navana spring dale(building 4),section 13,mirpur"""
mohammadpur,Mohammadpur,"""dr. md. shahidul islam,shyamoli,mohammadpur"""
uttara,Uttara,"""masud automobiles,diyabari,uttara"""
mohakhali,Mohakhali,"""brac university,bir uttam ak khandakar rd,mohakhali"""
mohakhali,Mohakhali,"""nakhalpara notun rd,mohakhali"""
uttara,Uttara,"""nosib glory,road 20,sector 03,jashim  uddin avenue,uttara"""
uttara,Uttara,"""mum fashions,merchandising ltd,road 07,sector 9,uttara"""
uttara,Uttara,"""house 52,road 10,sector 6,uttara"""
uttara,Uttara,"""mutual trust bank limited atm,sector 3,uttara"""
